,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
3463,single,1st phase - general contingent,1,Basic Education,daytime,Secondary education,160.0,Portuguese,Secondary Education - 12th Year,Basic education 1st cycle,Unskilled Workers,Unskilled Workers,146.0,1,0,0,1,female,0,19,0,0,6,11,3,10.333333333333334,0,0,6,10,5,11.8,0,9.4,-0.8,-3.12,Non-Dropout
3464,single,2nd phase - general contingent,3,Communication Design,daytime,Secondary education,120.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Administrative staff,Administrative staff,116.9,1,0,0,1,female,0,19,0,0,6,6,6,13.5,0,0,6,7,6,13.428571428571429,0,8.9,1.4,3.51,Non-Dropout
3465,married,Over 23 years old,1,Management,daytime,Secondary education,130.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,Unskilled Workers,117.9,0,0,0,1,female,0,35,0,0,1,1,0,0.0,1,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout
3466,single,1st phase - general contingent,1,Management,daytime,Secondary education,124.0,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,Intermediate Level Technicians and Professions,Armed Forces Professions,128.6,1,0,0,1,female,0,20,0,0,5,5,4,12.0,0,0,4,4,2,11.5,0,7.6,2.6,0.32,Non-Dropout
3467,single,2nd phase - general contingent,1,Basic Education,daytime,Secondary education,150.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Intermediate Level Technicians and Professions,Administrative staff,135.0,0,0,0,1,female,0,29,0,2,8,10,7,11.142857142857142,0,2,8,11,8,11.375,0,12.7,3.7,-1.7,Non-Dropout
3468,single,1st phase - general contingent,1,Management (evening attendance),evening,Secondary education,140.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,Unskilled Workers,124.6,0,0,0,1,female,0,29,0,0,5,11,5,11.4,0,0,5,10,4,10.25,0,15.5,2.8,-4.06,Non-Dropout
3469,single,1st phase - general contingent,5,Nursing,daytime,Secondary education,135.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",124.0,1,0,0,1,female,1,19,0,0,8,8,7,12.771428571428572,1,0,8,8,7,12.771428571428572,1,9.4,-0.8,-3.12,Non-Dropout
3470,single,1st phase - general contingent,6,Nursing,daytime,Secondary education,143.0,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,129.5,1,0,0,1,female,1,18,0,0,8,8,7,13.79857142857143,0,0,8,8,7,13.79857142857143,0,10.8,1.4,1.74,Non-Dropout
3471,married,Over 23 years old,1,Social Service (evening attendance),evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,100.0,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,Student,Armed Forces Professions,111.3,0,0,1,0,female,0,25,0,0,6,7,6,13.333333333333334,0,0,6,6,6,13.5,0,7.6,2.6,0.32,Non-Dropout
3472,divorced,Over 23 years old,1,Social Service (evening attendance),evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,Unskilled Workers,95.0,0,0,1,0,female,0,50,0,0,6,11,0,0.0,0,0,5,6,0,0.0,0,8.9,1.4,3.51,Dropout
3473,married,1st phase - general contingent,1,Management,daytime,Secondary education,133.1,Portuguese,Unknown,Unknown,Student,Student,131.8,0,0,0,1,female,0,24,0,14,15,17,14,11.357142857142858,0,13,14,15,13,12.846153846153848,0,7.6,2.6,0.32,Dropout
3474,single,1st phase - general contingent,5,Informatics Engineering,daytime,Secondary education,132.0,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,119.1,0,0,0,1,female,0,18,0,0,5,11,0,0.0,0,0,5,8,0,0.0,0,9.4,-0.8,-3.12,Dropout
3475,single,2nd phase - general contingent,1,Veterinary Nursing,daytime,Secondary education,131.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Cleaning workers,Skilled workers in electricity and electronics,125.4,1,0,0,1,female,0,20,0,0,6,13,6,15.692307692307692,0,0,6,13,5,14.428571428571429,0,15.5,2.8,-4.06,Non-Dropout
3476,single,1st phase - special contingent (Madeira Island),1,Agronomy,daytime,Secondary education,147.0,Portuguese,Secondary Education - 12th Year,Basic education 1st cycle,Administrative staff,Unskilled Workers,140.7,1,0,1,1,female,1,20,0,13,18,19,18,15.052631578947368,0,11,13,13,13,14.538461538461538,0,15.5,2.8,-4.06,Non-Dropout
3477,single,Change of course,1,Management (evening attendance),evening,Secondary education,141.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,Unskilled Workers,131.9,0,0,0,1,female,0,21,0,6,10,20,6,11.5,0,5,10,17,5,12.4,0,9.4,-0.8,-3.12,Dropout
3478,single,Over 23 years old,1,Social Service,daytime,Secondary education,160.0,Portuguese,Basic Education 2nd Cycle,Secondary Education - 12th Year,Unskilled Workers,Intermediate Level Technicians and Professions,124.0,0,0,1,1,male,0,28,0,2,8,15,7,11.0,0,0,6,17,1,10.0,0,10.8,1.4,1.74,Non-Dropout
3479,single,1st phase - general contingent,1,Tourism,daytime,Secondary education,135.0,Portuguese,Basic Education 2nd Cycle,Basic education 1st cycle,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",139.2,0,0,0,1,male,1,19,0,0,6,6,6,13.0,0,0,6,6,6,13.166666666666666,0,12.4,0.5,1.79,Non-Dropout
3480,single,1st phase - general contingent,1,Nursing,daytime,Secondary education,133.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",121.8,0,0,0,1,male,1,18,0,0,8,8,8,12.93875,0,0,8,8,8,12.93875,0,9.4,-0.8,-3.12,Non-Dropout
3481,single,2nd phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary education,142.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,Unskilled Workers,132.9,0,0,0,1,male,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Non-Dropout
3482,single,Technological specialization diploma holders,1,Agronomy,daytime,Technological specialization course,130.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,Armed Forces Professions,130.0,0,0,0,1,male,0,25,0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
3483,married,Over 23 years old,1,Nursing,daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,Unskilled Workers,130.1,0,0,0,0,male,0,37,0,0,7,10,5,13.0,0,0,7,9,5,12.88,0,11.1,0.6,2.02,Dropout
3484,single,Over 23 years old,1,Nursing,daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle,Basic education 1st cycle,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",124.5,0,0,0,0,male,0,38,0,0,7,11,5,12.18,0,0,7,11,4,11.8125,0,11.1,0.6,2.02,Dropout
3485,married,Over 23 years old,1,Advertising and Marketing Management,daytime,Secondary education,130.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Unskilled Workers,Unskilled Workers,162.3,0,0,0,1,male,0,36,0,0,6,13,3,11.333333333333334,0,0,6,12,5,11.4,0,13.9,-0.3,0.79,Dropout
3486,single,1st phase - general contingent,2,Nursing,daytime,Secondary education,149.0,Portuguese,Basic Education 3rd Cycle,Secondary Education - 12th Year,Unskilled Workers,Unskilled Workers,137.8,1,0,0,1,male,0,18,0,0,8,8,7,13.0,0,0,8,8,7,13.0,0,12.7,3.7,-1.7,Non-Dropout
3487,single,1st phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary education,130.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Student,Student,119.5,0,0,0,0,male,0,19,0,0,5,5,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
3488,single,Over 23 years old,1,Equinculture,daytime,Secondary education,150.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative staff,Armed Forces Professions,110.0,0,0,1,1,male,0,24,0,0,5,13,2,12.5,2,0,5,8,3,12.333333333333334,0,9.4,-0.8,-3.12,Dropout
3489,single,1st phase - general contingent,1,Social Service,daytime,Secondary education,106.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,105.0,0,0,0,1,male,0,20,0,0,6,9,5,11.0,0,0,6,9,5,12.166666666666666,0,11.1,0.6,2.02,Non-Dropout
3490,single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary education,162.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,Unskilled Workers,142.8,1,0,0,1,male,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout
3491,married,Change of course,3,Management (evening attendance),evening,Secondary education,120.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,Unskilled Workers,128.2,1,0,0,1,male,0,32,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
3492,married,Over 23 years old,1,Management (evening attendance),evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,"Skilled Workers in Industry, Construction and Craftsmen",Installation and Machine Operators and Assembly Workers,120.0,0,0,0,1,male,0,39,0,0,5,9,0,0.0,0,0,5,5,1,10.0,0,12.7,3.7,-1.7,Dropout
3493,single,Holders of other higher courses,1,Informatics Engineering,daytime,Higher education - degree,130.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,Unskilled Workers,130.0,0,0,0,0,male,0,33,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
3494,single,2nd phase - general contingent,2,Advertising and Marketing Management,daytime,Secondary education,128.0,Portuguese,Basic education 1st cycle,Basic Education 2nd Cycle,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,121.7,0,0,0,1,male,1,20,0,0,5,5,5,12.4,0,0,5,5,4,10.75,0,9.4,-0.8,-3.12,Non-Dropout
3495,single,1st phase - general contingent,1,Agronomy,daytime,Secondary education,124.0,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",116.0,0,0,0,1,male,0,19,0,0,6,8,6,15.5,0,0,6,10,6,14.1,0,16.2,0.3,-0.92,Non-Dropout
3496,married,Over 23 years old,1,Management (evening attendance),evening,Secondary education,133.1,Portuguese,Basic education 1st cycle,Basic education 1st cycle,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,133.2,0,0,0,0,male,0,43,0,0,5,13,2,11.5,0,0,5,12,3,10.8,0,13.9,-0.3,0.79,Dropout
3497,married,Change of course,1,Management (evening attendance),evening,Secondary education,114.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,"Skilled Workers in Industry, Construction and Craftsmen",Installation and Machine Operators and Assembly Workers,116.7,0,0,0,1,male,0,49,0,0,5,7,4,13.333333333333334,0,0,5,9,4,11.6,1,16.2,0.3,-0.92,Dropout
3498,single,1st phase - general contingent,2,Journalism and Communication,daytime,Secondary education,140.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",126.4,1,0,0,1,male,1,18,0,0,6,8,6,12.666666666666666,0,0,6,6,6,13.5,0,12.7,3.7,-1.7,Non-Dropout
3499,single,Over 23 years old,1,Agronomy,daytime,Secondary education,160.0,Portuguese,Secondary Education - 12th Year,Basic education 1st cycle,Cleaning workers,"Unskilled workers in extractive industry, construction, manufacturing and transport",140.0,0,0,0,1,male,0,27,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Non-Dropout
3500,single,1st phase - general contingent,1,Management,daytime,Secondary education,122.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,120.3,1,0,0,1,male,1,19,0,0,5,8,5,12.6,0,0,5,9,5,13.6,0,8.9,1.4,3.51,Dropout
3501,single,Over 23 years old,1,Communication Design,daytime,Secondary education,140.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,Armed Forces Professions,118.0,0,0,1,1,male,1,45,0,0,6,6,6,13.5,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout
3502,single,International student (bachelor),1,Advertising and Marketing Management,daytime,Secondary education,160.0,Portuguese,Basic education 1st cycle,Other - 11th Year,Unskilled Workers,Unskilled Workers,149.5,1,0,0,0,male,0,19,0,0,6,6,6,13.0,0,0,6,8,6,13.0,0,13.9,-0.3,0.79,Non-Dropout
3503,single,Technological specialization diploma holders,1,Agronomy,daytime,Technological specialization course,130.0,Portuguese,Secondary Education - 12th Year,Higher Education - Degree,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",130.0,0,0,0,1,male,1,21,0,0,6,15,6,11.714285714285714,0,0,6,8,4,11.75,0,13.9,-0.3,0.79,Non-Dropout
3504,single,1st phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary education,141.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,126.3,0,0,0,1,male,1,18,0,0,6,8,6,12.166666666666666,0,0,6,7,5,13.0,0,13.9,-0.3,0.79,Non-Dropout
3505,single,2nd phase - general contingent,3,Management,daytime,Secondary education,127.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",116.2,0,0,0,1,male,0,18,0,0,5,10,0,0.0,1,0,5,13,0,0.0,0,9.4,-0.8,-3.12,Dropout
3506,single,2nd phase - general contingent,1,Tourism,daytime,Secondary education,126.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,"Personal Services, Security and Safety Workers and Sellers",Legislative/Executive/Directors,126.0,0,0,0,0,male,0,29,0,0,6,12,0,0.0,0,0,6,6,0,0.0,6,9.4,-0.8,-3.12,Dropout
3507,single,1st phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary education,131.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative staff,Unskilled Workers,122.3,0,0,0,1,male,0,19,0,0,5,6,5,11.5,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12,Non-Dropout
3508,single,1st phase - general contingent,1,Management,daytime,Secondary education,130.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",119.5,1,0,0,1,male,1,18,0,0,5,7,4,11.25,0,0,5,6,4,12.25,0,12.4,0.5,1.79,Non-Dropout
3509,single,Technological specialization diploma holders,1,Communication Design,daytime,Technological specialization course,130.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Unskilled Workers,Unskilled Workers,131.8,0,0,0,1,male,1,22,0,2,7,7,7,12.285714285714286,0,5,9,10,8,12.375,0,12.4,0.5,1.79,Non-Dropout
3510,single,2nd phase - general contingent,6,Nursing,daytime,Secondary education,140.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative staff,Intermediate Level Technicians and Professions,130.7,1,0,0,1,male,1,18,0,0,7,7,7,12.718571428571428,0,0,8,11,8,12.805555555555555,0,11.1,0.6,2.02,Dropout
3511,single,Technological specialization diploma holders,1,Equinculture,daytime,Technological specialization course,140.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",140.0,0,0,0,1,male,0,20,0,2,6,12,5,12.4,0,1,6,11,2,15.0,0,13.9,-0.3,0.79,Non-Dropout
3512,single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary education,140.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Legislative/Executive/Directors,Legislative/Executive/Directors,129.5,1,0,0,1,male,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
3513,divorced,Over 23 years old,1,Advertising and Marketing Management,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",130.0,0,0,1,1,male,1,29,0,0,6,16,1,14.0,0,0,6,7,0,0.0,0,11.1,0.6,2.02,Dropout
3514,single,Over 23 years old,1,Advertising and Marketing Management,daytime,Secondary education,120.0,Portuguese,7th Year (Old),7th Year (Old),Other Situation,Administrative staff,114.0,1,0,0,1,male,0,29,0,0,5,10,3,11.666666666666666,0,0,5,8,4,11.25,0,7.6,2.6,0.32,Dropout
3515,single,Change of course,1,Journalism and Communication,daytime,Secondary education,121.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",121.0,1,0,0,1,male,0,23,0,0,6,15,1,13.0,0,0,6,8,4,11.25,0,9.4,-0.8,-3.12,Non-Dropout
3516,single,2nd phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary education,123.0,Portuguese,Higher Education - Degree,Other - 11th Year,Specialists in Intellectual and Scientific Activities,Unskilled Workers,116.4,1,0,1,1,male,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
3517,single,1st phase - general contingent,1,Informatics Engineering,daytime,Secondary education,136.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Unskilled Workers,Unskilled Workers,121.7,1,0,0,1,male,0,18,0,0,5,10,0,0.0,0,0,5,11,1,12.0,3,7.6,2.6,0.32,Dropout
3518,married,Transfer,1,Tourism,daytime,Secondary education,136.0,Portuguese,Higher Education - Bachelor's,Higher Education - Bachelor's,"Intermediate level technicians from legal, social, sports, cultural and similar services",Directors of administrative and commercial services,130.0,1,0,0,1,male,0,22,0,2,6,13,4,11.5,0,2,6,12,2,12.5,0,7.6,2.6,0.32,Dropout
3519,single,Change of course,1,Management (evening attendance),evening,Secondary education,120.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,Unskilled Workers,Unskilled Workers,120.0,1,0,1,1,male,0,34,0,6,10,10,7,11.714285714285714,0,4,10,10,6,11.5,0,10.8,1.4,1.74,Dropout
3520,single,Change of course,1,Management (evening attendance),evening,Higher education - master's,160.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Legislative/Executive/Directors,125.0,0,0,0,1,male,0,26,0,0,5,7,5,12.6,0,0,5,7,5,13.714285714285714,0,13.9,-0.3,0.79,Non-Dropout
3521,single,2nd phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary education,125.0,Portuguese,Basic education 1st cycle,Basic education 1st cycle,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,134.1,1,0,0,1,male,0,24,0,12,17,19,13,11.642857142857142,0,12,17,25,12,11.25,0,11.1,0.6,2.02,Dropout
